62007637,2.118162
554808788,7.117873
51884010,2.059076
67942292,0.000000
539194916,-6.944635
51866659,1.502768
67948713,0.000000
79658397,0.000000
78670326,1.045443
51829962,-0.519263
567329767,-1.921253
51882111,-26.274744
554795744,1.292216
51883668,-0.307115
711546381,0.000000
62007648,-5.688774
51881767,0.000000
51881768,1.225392
799517966,-17.627890
764758869,1.115576
51881825,0.000000
79664474,4.946138
586514890,-3.805162
51867079,2.094639
51872536,-1.617080
811768917,29.412283
51883884,-8.519711
51829901,0.595679
762561459,-1.009734
586514878,-2.233709
51881935,0.000000
51885478,74.241539
779171976,-11.886639
586485423,-1.051496
51873430,-1.650697
762732458,0.000000
548086544,-2.355900
67948961,1.045542
781555889,0.000000
51964198,-1.291887
51866678,-38.096291
762732452,-5.335211
51872117,-2.697503
779171975,0.000000
51829899,0.000000
711688562,2.503984
51867089,20.596968
51829822,1.128011
51888926,-7.172688
554728245,-19.209469
586515112,0.000000
51867687,-0.298940
762432105,19.200386
51873301,0.000000
554795727,0.000000
554728186,-4.028454
586515002,-1.605395
799517967,-34.220104
67948647,0.000000
51865408,12.777663
762561434,1.764016
51882109,3.120394
781750240,-2.528151
51882112,0.000000
716671988,0.923906
83733209,0.000000
554795606,83.709496
719953785,-1.677266
762772849,-0.333066
51946793,-4.687999
51881430,-0.990022
586509795,12.137336
554739608,0.250602
51913164,-2.625571
554739611,0.000000
67942291,3.172983
540629095,15.711650
67948819,0.000000
79667311,-14.514702
51867088,0.920625
781750241,-61.273285
51867664,-81.045067
762432158,0.779769
51867774,-1.256912
572252438,-1.120227
572252439,-2.943901
51867666,0.776157
762561445,-5.105951
554728246,1.348835
79664548,1.811507
586525536,5.224102
67948638,0.000000
760095043,0.789317
67948822,0.000000
51867087,-2.560168
51867096,0.000000
762432147,-2.588538
67942289,0.000000
760095035,0.000000
764754023,-1.155743
51867040,-0.702973
51868077,1.988938
586532907,-0.611507
51829959,-0.270431
737855398,0.800424
586514900,-24.001904
586515109,0.000000
811152826,0.000000
51829606,-2.378692
565390068,0.000000
711554065,-1.800813
711554064,4.263619
586532906,-1.985063
762432137,-4.475005
810595985,0.000000
586532797,1.191136
711554056,-0.493593
711554055,0.000000
67948481,1.080821
762561458,-1.172234
781638039,1.546994
572248796,3.599271
51913782,-21.455065
540629094,6.247200
51867645,-0.832684
724124786,0.000000
554728228,1.446651
51885324,2.144711
51885293,3.861126
