51867096,-0.513500,0.000000,0.513500
760095043,-1.418357,0.789317,2.207675
572252439,0.049667,-2.943901,2.993567
554808788,2.547250,7.117873,4.570622
51882111,-0.071500,-26.274744,26.203243
539194916,0.104000,-6.944635,7.048635
67942292,0.263667,0.000000,0.263667
51866659,0.115000,1.502768,1.387768
51883668,0.656333,-0.307115,0.963449
51881767,0.104333,0.000000,0.104333
51881768,-0.016500,1.225392,1.241892
799517966,-0.055667,-17.627890,17.572224
51883586,-0.906000,-0.461628,0.444372
51867079,-0.069000,2.094639,2.163639
764758869,2.302187,1.115576,1.186612
51881825,-0.117000,0.000000,0.117000
51883884,-0.990250,-8.519711,7.529460
779171976,-0.831667,-11.886639,11.054972
762783420,-0.171750,-0.605826,0.434076
762732458,0.064000,0.000000,0.064000
586485423,0.982500,-1.051496,2.033996
67948961,0.887500,1.045542,0.158042
762732452,-0.005500,-5.335211,5.329711
51964198,0.569167,-1.291887,1.861053
51866678,-0.021000,-38.096291,38.075291
711688562,0.466667,2.503984,2.037317
51867089,-0.114750,20.596968,20.711718
779171975,-0.021750,0.000000,0.021750
51888926,-0.023500,-7.172688,7.149189
760095037,0.620767,-2.217314,2.838080
51885534,-0.084000,0.000000,0.084000
554728245,-0.005500,-19.209469,19.203968
51867687,-0.017667,-0.298940,0.281273
67948599,0.153000,-0.609953,0.762953
554728186,0.267667,-4.028454,4.296121
799517967,0.000000,-34.220104,34.220104
51869456,-0.680800,0.000000,0.680800
51865408,-0.024000,12.777663,12.801663
51882109,-0.012000,3.120394,3.132394
51882112,-0.071667,0.000000,0.071667
716671988,-0.013667,0.923906,0.937572
719953785,-0.004667,-1.677266,1.672599
762772849,0.011500,-0.333066,0.344566
51881430,0.111667,-0.990022,1.101689
554739608,-0.094333,0.250602,0.344935
554739611,-0.145000,0.000000,0.145000
781750241,0.043000,-61.273285,61.316284
67942291,0.491000,3.172983,2.681983
51867666,0.047000,0.776157,0.729157
572252438,0.107000,-1.120227,1.227227
67948819,-0.195200,0.000000,0.195200
51867088,-0.094000,0.920625,1.014625
51867664,0.040000,-81.045067,81.085068
51867774,0.085667,-1.256912,1.342579
51883509,-0.846333,-1.400172,0.553839
554728246,0.009750,1.348835,1.339085
51867087,-0.326500,-2.560168,2.233668
67942289,0.151000,0.000000,0.151000
760095035,4.430111,0.000000,4.430111
764754023,-2.404833,-1.155743,1.249090
565390068,0.297000,0.000000,0.297000
586532797,1.083286,1.191136,0.107850
51867645,-0.102000,-0.832684,0.730684
554728228,0.942143,1.446651,0.504508
572245501,0.067200,-1.787485,1.854685
572245502,0.059667,3.268413,3.208747
572245505,0.060500,4.795057,4.734557
764754026,0.428875,-0.719262,1.148137
51883669,0.287333,-1.655087,1.942420
586834766,-0.121375,27.321575,27.442949
548029530,0.480333,0.850979,0.370646
760095034,-1.144050,-1.262874,0.118824
554808815,2.451800,1.752752,0.699048
548084580,0.732250,-1.600156,2.332406
764758870,-0.162444,-1.956707,1.794262
548084552,0.929400,-1.850201,2.779601
548085081,0.698750,1.117025,0.418275
764680465,0.055500,-5.679447,5.734947
554806707,0.035400,2.582191,2.546791
548084929,-0.069750,-6.258998,6.189248
781803224,0.742000,4.728418,3.986418
764754027,-0.332375,0.485886,0.818261
548029529,0.892400,0.534657,0.357743
565390315,-2.974875,-1.034781,1.940094
760095042,-1.208800,-0.276846,0.931954
